word	sentiment
beloved	0.873
belt	-0.306
beluga	0.02
bemused	-0.438
bench	0.142
bend	0.142
bender	-0.02
bending	-0.104
beneath	-0.292
benedictory	0.354
benefactor	0.666
beneficial	0.736
beneficiary	0.552
benefit	0.653
benevolence	0.572
benevolent	0.572
benign	0.389
bent	-0.25
benzene	-0.122
bequeath	0.486
bequest	0.322
bereaved	-0.792
bereavement	-0.47
bereft	-0.542
beret	0.084
bergamot	0.02
berlin	0.184
berserk	-0.204
berth	-0.41
beryllium	-0.166
beseech	-0.34
beset	-0.23
best	0.639
bestdayever	0.52
bestfeeling	0.612
bestfriends	0.868
bestial	-0.48
besties	0.776
bestow	0.431
bestseller	0.542
bet	-0.23
beta	0.42
betray	-0.736
betrayal	-0.834
betrayed	-0.756
betrothed	0.666
better	0.486
betterment	0.796
betting	-0.526
betty	0.084
bevel	0.514
beverage	0.27
bevy	-0.142
beware	-0.542
bewilder	0.042
bewildered	-0.54
bewilderment	-0.333
bias	-0.2
biased	-0.458
bib	-0.23
bible	0.438
biblical	0.27
bibliography	0.244
bicarbonate	-0.042
bicentennial	0.082
biceps	0.184
bicker	-0.714
bickering	-0.756
bicolor	0.16
bicycle	0.416
bid	0.52
bidder	-0.07
bidding	0.172
bide	-0.264
biennial	0.062
bier	-0.006
bifurcation	-0.23
big	0.604
bigamy	-0.346
bigday	0.592
biggestfear	-0.876
biggie	0.062
bighorn	-0.04
bigmouth	-0.166
bigot	-0.042
bigoted	-0.694
bigotry	-0.288
bike	0.416
biker	0.208
bikini	0.46
bilateral	0.266
bilayer	-0.124
bile	-0.686
bilge	-0.368
bilingual	0.47
bill	-0.208
billboard	0.188
billet	-0.042
billiard	0.438
billiards	0.286
billing	-0.188
billion	0.438
billionaire	0.612
bills	-0.109
billy	-0.02
bimbo	-0.208
bimonthly	-0.184
bin	-0.156
binary	-0.02
bind	-0.204
binder	-0.124
bindery	0.096
binding	-0.124
bing	0.146
binge	-0.392
bingo	0.47
binocular	0.062
binoculars	-0.02
binomial	0.2
bio	0.224
biochemical	-0.266
biochemist	-0.058
biochemistry	0.104
biogenesis	0.188
biographer	0.416
biography	0.396
biological	0.18
biologist	0.25
biology	-0.042
bionic	0.142
biopsy	-0.354
biosphere	0.368
bipartite	-0.27
bipolar	-0.584
birch	0.124
bird	0.458
birdcage	-0.04
birdie	0.188
birdman	-0.02
birth	0.792
birthday	0.594
birthing	0.592
birthmark	0.26
birthplace	0.562
birthright	0.368
bis	-0.12
biscuit	0.776
bishop	0.188
bison	0.146
bisque	0.386
bistro	0.188
bit	-0.264
bitch	-0.448
bitchy	-0.624
bite	-0.381
biter	-0.48
bitsy	0.02
bitter	-0.778
bitterly	-0.612
bitterness	-0.625
bittersweet	-0.062
bitty	-0.062
bitumen	-0.25
biweekly	0.162
biz	0.0
bizarre	-0.242
blab	-0.124
blabbermouth	-0.354
black	-0.188
blackberry	0.334
blackbird	0.04
blackboard	-0.062
blacken	-0.584
blackface	-0.396
blackjack	-0.162
blacklist	-0.734
blackmail	-0.812
blackmailer	-0.816
blackness	-0.48
blackout	-0.748
blacksmith	-0.04
bladder	-0.188
blade	-0.244
blame	-0.75
blameless	0.518
bland	-0.4
blank	0.062
blanket	0.48
blare	-0.122
blase	-0.16
blasphemous	-0.58
blasphemy	-0.708
blast	-0.111
blaster	-0.082
blastoff	-0.286
blatant	-0.346
blather	-0.312
blaze	0.396
blazer	0.27
blazing	0.188
bleach	-0.328
bleak	-0.792
bleed	-0.918
bleeder	-0.48
bleeding	-0.73
bleeds	-0.719
bleep	-0.042
blemish	-0.562
blemished	-0.654
blend	-0.062
blender	0.204
blending	0.12
bless	0.778
blessed	0.82
blessing	0.858
blessings	0.858
bleu	-0.08
blight	-0.458
blighted	-0.708
blimp	0.2
blind	-0.349
blinded	-0.51
blindfold	-0.104
blindfolded	-0.584
blinding	-0.392
blindly	-0.122
blindness	-0.51
blink	0.104
blip	0.058
bliss	0.632
blissful	0.77
blister	-0.186
blistering	-0.312
blitz	-0.166
blizzard	-0.25
bloat	-0.542
bloated	-0.666
blob	0.0
block	-0.264
blockade	-0.24
blockage	-0.5
blockbuster	0.46
blockhead	-0.674
blog	0.278
bloke	-0.1
blond	0.18
blonde	0.396
blood	-0.688
bloodbath	-0.88
bloodhound	-0.346
bloodless	-0.416
bloodline	0.02
bloodshed	-0.904
bloodshot	-0.624
bloodstream	0.104
bloodthirsty	-0.896
bloody	-0.75
bloom	0.632
bloomers	0.042
blooming	0.72
blossom	0.584
blot	-0.27
blotched	-0.734
blotter	-0.28
blouse	0.16
blow	-0.19
blower	0.128
blowfish	-0.312
blowing	0.042
blowjob	-0.08
blown	-0.334
blowout	-0.204
blowtorch	0.04
blubber	-0.224
bluddy	-0.376
blue	0.292
blue spruce	0.118
blueberry	0.312
bluebird	0.146
bluegrass	0.146
bluejay	0.27
blueprint	-0.02
blues	-0.203
bluff	-0.164
bluish	0.208
blunder	-0.569
blunt	-0.46
blur	-0.464
blurred	-0.36
blurry	-0.882
blurt	-0.184
blush	0.396
blushing	0.02
boa	-0.49
boa constrictor	-0.604
boar	-0.188
board	-0.278
board game	0.422
boarder	0.208
boarding	0.062
boardroom	0.11
boards	-0.062
boardwalk	0.286
boast	0.04
boastful	-0.02
boasting	-0.166
boat	0.032
boathouse	0.184
boating	0.276
boatload	-0.27
boatman	0.184
bobbin	-0.142
bobcat	0.124
bobsled	0.334
bode	-0.312
bodega	0.146
bodice	-0.22
bodies	-0.313
bodily	0.188
body	0.388
bodyguard	0.02
bog	-0.396
bogey	-0.24
bogeyman	-0.224
bogus	-0.562
bohemian	0.244
boil	-0.166
boiler	0.122
boilerplate	-0.204
boiling	-0.396
boisterous	-0.23
bold	-0.02
boldness	0.612
bollocks	-0.104
bolster	0.416
bolt	-0.292
bolus	-0.148
bomb	-0.833
bombard	-0.688
bombardier	-0.52
bombardment	-0.708
bombed	-0.898
bomber	-0.75
bombers	-0.654
bombing	-0.666
bombshell	-0.346
bonanza	0.75
bonbon	0.73
bond	0.334
bondage	-0.611
bonding	0.188
bonds	0.48
bondsman	-0.062
bone	-0.326
bonehead	-0.326
boner	-0.312
bones	-0.438
bonfire	-0.04
bong	-0.334
bonkers	-0.388
bonne	-0.104
bonnet	-0.188
bonny	0.122
bonsai	0.428
bonus	0.472
bony	-0.11
boo	-0.694
boob	0.388
booby	-0.208
booger	-0.202
boogeyman	-0.416
boogie	0.18
book	0.604
bookcase	0.106
bookie	-0.312
booking	0.416
bookish	0.208
bookkeeper	-0.04
bookkeeping	0.04
booklet	0.02
bookmaker	0.166
bookmark	0.086
books	0.458
bookseller	0.166
bookshop	0.376
bookstore	0.542
bookworm	0.126
boom	0.208
boomer	-0.04
boomerang	0.062
booming	0.376
boon	0.756
boooo	-0.458
boost	0.236
booster	0.51
boot	-0.124
booth	0.062
bootleg	-0.286
bootlegger	-0.292
boots	0.204
booty	0.326
booze	-0.47
bop	-0.142
bopper	-0.204
border	-0.188
bordering	0.286
borderline	-0.102
bore	-0.667
boreal	0.164
bored	0.094
boredom	-0.666
borer	-0.396
boring	-0.578
born	0.73
boron	-0.118
borough	-0.142
borrow	-0.204
borrower	-0.122
bosom	0.224
boss	-0.38
bossy	-0.52
boston	0.286
botanical	0.32
botanist	0.302
botany	0.208
bother	-0.375
bothering	-0.584
bothersome	-0.472
bottle	-0.062
bottleneck	-0.432
bottling	-0.27
bottom	-0.166
bottomless	-0.38
botulism	-0.416
boulder	-0.078
bounce	-0.25
bouncer	-0.02
bouncy	0.124
bound	-0.417
boundary	0.122
boundless	0.368
bounds	-0.244
bountiful	0.708
bounty	0.52
bouquet	0.448
bourbon	0.204
bourgeois	-0.122
bourgeoisie	-0.286
bourse	0.06
bout	-0.111
boutique	0.49
bouttime	0.176
bovine	-0.102
bow	0.06
bowed	-0.18
bowel	-0.388
bowels	-0.612
bowl	0.25
bowler	0.104
bowling	0.312
bowls	0.102
box	0.097
boxcar	-0.16
boxer	-0.02
boxers	-0.25
boxing	-0.146
boycott	-0.776
boyfriend	0.562
boyhood	0.458
boyish	0.396
boysenberry	0.292
bozo	-0.224
bra	0.344
brace	0.22
bracelet	0.552
braces	-0.047
brachial	-0.224
bracket	-0.02
brackets	0.146
brackish	-0.062
brad	-0.02
brag	-0.306
braid	-0.146
brain	0.334
brainless	-0.724
brains	0.326
brainstorm	0.588
brainwash	-0.604
brainy	0.416
brake	-0.376
bran	0.376
branch	0.076
branching	0.04
brand	0.124
brandish	-0.139
brandy	0.2
brash	-0.28
brass	0.0
brass knuckle	-0.188
brassiere	0.02
brat	-0.376
bratwurst	0.02
bravado	-0.042
brave	0.806
bravery	0.796
brawl	-0.792
brawn	-0.124
brazen	-0.416
breach	-0.417
bread	0.32
breadth	0.334
break	-0.125
breakable	-0.612
breakaway	-0.042
breakdown	-0.27
breaker	-0.354
breakers	-0.062
breakfast	0.125
breaking	-0.5
breaking and entering	-0.164
breakingnews	0.0
breakneck	-0.492
breakthrough	0.36
breakup	-0.5
breaky	-0.328
breast	0.506
breath	0.368
breathe	0.666
breather	0.248
breathless	-0.354
breathtaking	0.872
breech	0.0
breeches	-0.27
breed	-0.02
breeder	0.29
breeding	0.334
breeze	0.674
breezy	0.062
brethren	0.834
breve	0.07
brevity	-0.082
brew	0.48
brewery	0.42
brewing	0.48
briar	-0.014
bribe	-0.776
bribery	-0.73
brick	-0.566
bridal	0.646
bride	0.68
bridegroom	0.618
bridesmaid	0.496
bridge	0.25
bridle	-0.146
brief	-0.062
briefcase	0.084
briefing	0.224
briefly	0.372
brig	0.146
brigade	0.208
bright	0.75
brighten	0.52
brightens	0.542
brighter	0.836
brightness	0.639
brilliance	0.841
brilliant	0.944
brim	-0.062
brimming	0.312
brimstone	-0.286
brine	-0.334
bring	0.27
brink	-0.25
brisk	0.438
brisket	0.104
bristle	-0.25
brittle	-0.448
bro	0.588
broach	-0.124
broad	0.524
broadcast	0.23
broadcasting	0.084
broaden	0.356
broadside	-0.082
broadsword	-0.062
brocade	0.0
broccoli	-0.062
brochure	0.104
broil	0.02
broke	-0.5
broken	-0.391
brokenheart	-0.77
brokenhearted	-0.74
broker	0.164
brokerage	-0.042
bromide	-0.306
bronco	0.0
bronze	0.244
brooch	0.062
brood	0.266
brooding	-0.346
brook	0.188
broom	-0.23
broomstick	-0.18
broth	0.0
brothel	-0.49
brother	0.646
brotherhood	0.597
brotherly	0.73
brow	0.124
brown	-0.208
brownstone	0.118
browse	0.27
brrr	-0.254
bruise	-0.734
bruising	-0.832
brunch	-0.188
brunette	0.604
brunt	-0.592
brush	-0.02
brutal	-0.756
brutality	-0.931
brute	-0.77
brutish	-0.46
bubble	0.548
bubbling	0.0
bubbly	0.396
bubonic	-0.44
buck	0.354
buckaroo	-0.104
bucket	-0.184
buckle	-0.168
buckled	-0.146
bucko	-0.122
buckshot	-0.49
buckwheat	-0.02
bud	-0.08
buddha	0.38
buddhism	0.02
budding	-0.02
buddy	0.768
budge	0.438
budget	0.286
buff	0.122
buffalo	-0.062
buffer	0.04
buffering	-0.042
buffet	0.312
buffoon	-0.312
bug	-0.264
bugaboo	-0.122
bugged	0.122
bugger	-0.376
buggy	0.0
bugle	-0.042
bugler	0.084
build	0.542
builder	0.32
building	0.41
buildings	0.164
buildup	-0.02
bulb	0.124
bulbous	-0.22
bulge	-0.48
bulimic	-0.816
bulk	-0.062
bulkhead	-0.376
bulky	-0.146
bull	0.042
bulldog	-0.012
bulldozer	-0.082
bullet	-0.319
bulletin	0.146
bulletproof	0.5
bullfighter	-0.104
bullfrog	-0.312
bullheaded	-0.542
bullhorn	0.02
bullion	0.386
bullock	-0.438
bullpen	-0.04
bullshit	-0.916
bully	-0.486
bulwark	0.102
bum	-0.438
bumblebee	-0.062
bummed	-0.469
bummer	-0.516
bump	-0.428
bumper	-0.23
bumpy	-0.388
bun	-0.152
bunch	0.104
bundle	0.02
bungalow	0.124
bungee	0.274
bunghole	-0.428
bunion	-0.448
bunk	-0.124
bunker	-0.25
bunkhouse	-0.06
bunny	0.48
bunt	-0.166
buoy	0.124
buoyancy	0.25
buoyant	0.25
bur	-0.23
burden	-0.698
burdened	-0.142
burdensome	-0.542
bureau	0.124
bureaucracy	-0.24
bureaucrat	-0.584
bureaucratic	-0.44
burger	0.376
burglar	-0.9
burglary	-0.708
burial	-0.594
buried	-0.734
burke	-0.068
burlap	-0.142
burlesque	-0.346
burly	0.124
burn	-0.75
burned	-0.674
burner	-0.408
burning	-0.542
burnished	0.04
burnout	-0.562
burns	-0.422
burnt	-0.836
burp	-0.562
burr	-0.22
burrito	0.376
burro	-0.2
burrow	-0.124
bursary	0.458
burst	-0.688
bury	-0.264
bus	-0.186
busboy	0.02
bush	-0.174
bushel	-0.166
bushy	0.124
business	0.376
business man	0.06
businessman	0.306
businesswoman	0.438
busload	0.122
buss	-0.062
bust	0.04
busted	-0.592
buster	-0.062
bustle	-0.306
bustling	-0.02
busy	-0.281
busybody	-0.49
butane	-0.116
butcher	0.0
butchery	-0.833
butler	-0.062
butt	-0.306
butter	0.3
buttercup	0.124
butterfly	0.784
buttermilk	0.266
butterscotch	0.416
buttery	0.25
buttock	-0.142
buttocks	-0.084
button	0.04
buttress	-0.124
buxom	0.124
buy	0.181
buyer	0.226
buying	0.33
buzz	-0.334
buzzard	-0.3
buzzed	0.166
buzzer	0.098
buzzing	-0.14
bye	-0.25
bygone	-0.542
bylaw	-0.062
byline	-0.062
bypass	-0.142
bystander	-0.04
byte	-0.02
byzantine	0.092
cab	-0.124
cabal	0.0
cabana	0.396
cabaret	0.354
cabbage	-0.204
cabbie	0.042
cabernet	0.086
cabin	0.286
cabinet	0.104
cable	-0.359
caboodle	0.058
caboose	-0.12
cabriolet	0.334
cache	0.104
cacophony	-0.184
cactus	-0.122
cad	-0.106
cadaver	-0.94
caddie	0.042
caddy	0.16
cadence	-0.146
cadet	0.008
cafe	0.562
cafeteria	0.514
caffeine	0.124
cage	-0.368
cagey	0.084
cahoots	-0.376
cairn	-0.48
cake	0.62
cakewalk	0.438
calamari	0.042
calamitous	-0.562
calamity	-0.756
calcareous	-0.02
calcium	0.2
calculate	-0.02
calculated	0.266
calculating	-0.084
calculation	0.292
calculator	0.026
calculus	-0.28
calendar	-0.04
calender	0.062
calf	0.062
caliber	-0.142
calibrate	0.104
calico	-0.188
calipers	-0.04
calisthenics	0.124
call	0.306
callback	0.048
caller	0.292
calligraphy	0.24
calling	0.292
callous	-0.51
calls	0.216
calm	0.472
calming	0.77
calmness	0.868
caloric	-0.346
calorie	-0.334
calorimeter	-0.188
cam	-0.104
camaraderie	0.666
camber	-0.14
camcorder	0.112
camel	0.08
cameo	0.146
camera	0.28
cameraman	0.084
camisole	-0.006
camouflage	-0.124
camouflaged	-0.3
camp	0.244
campaign	0.204
campaigner	0.184
campaigning	0.062
camper	0.146
campfire	0.354
camping	0.306
campsite	0.36
campus	0.208
can	0.324
can opener	-0.112
canal	0.346
canary	0.164
cancel	-0.572
canceling	-0.542
cancellation	-0.552
cancer	-0.889
candid	0.334
candidacy	-0.02
candidate	0.192
candied	0.426
candle	0.204
candlelight	0.578
candles	0.23
candlestick	-0.104
candor	0.48
candy	0.86
cane	-0.082
canine	0.146
canister	0.106
canker	-0.476
cannabis	-0.458
canned	-0.204
cannibal	-0.756
cannibalism	-0.812
canning	-0.02
cannon	-0.056
cannonball	-0.312
canoe	0.084
canon	-0.23
canonical	0.084
canons	-0.23
canopy	0.23
cantaloupe	0.184
cantbreathe	-0.432
canteen	0.376
canterbury	0.164
canthandleit	-0.292
cantilever	-0.286
cantina	0.292
canto	0.552
canton	0.084
cantstandit	-0.164
cantwin	-0.48
canvas	0.438
canvass	0.35
canyon	-0.064
cap	0.224
capability	0.486
capable	0.528
capacity	0.438
cape	0.062
caper	0.02
capillary	-0.062
capital	-0.127
capitalism	-0.104
capitalist	-0.296
capitalize	0.542
capitals	0.51
capitation	-0.042
capitol	0.07
capitulation	-0.25
cappuccino	0.584
caprice	-0.334
capricious	-0.558
caps	0.02
capslock	-0.34
capsule	0.166
captain	0.104
caption	0.628
captivate	0.396
captivating	0.79
captive	-0.53
captivity	-0.55
captor	-0.306
capture	-0.417
car	0.552
caramel	0.802
carat	0.646
caravan	0.27
carbon	0.208
carburetor	-0.062
carcass	-0.77
carcinoma	-0.694
card	0.109
cardboard	0.0
cardiac	-0.312
cardigan	0.198
cardinal	0.166
cardiologist	-0.084
cardiology	-0.594
cardiomyopathy	-0.646
cards	0.136
care	0.458
career	0.48
carefree	0.51
careful	0.194
carefully	0.396
careless	-0.389
carelessness	-0.51
caress	0.708
caret	0.312
caretaker	0.428
cargo	-0.184
caribou	0.124
caricature	0.208
caries	-0.77
caring	0.27
carjack	-0.124
carnage	-0.188
carnal	-0.166
carnation	0.306
carnival	0.854
carnivorous	-0.552
carol	0.346
carols	0.694
carousel	0.408
carp	0.062
carpal	-0.102
carpenter	0.042
carpentry	0.122
carpet	0.04
carpeting	0.084
carpool	0.25
carriage	0.3
carried	-0.02
carrier	0.066
carrot	0.0
carry	0.27
carrying	0.312
carsick	-0.552
cart	0.04
carte	0.184
cartel	-0.124
carter	-0.376
cartilage	-0.124
cartographic	-0.02
cartography	0.04
carton	-0.428
cartoon	0.734
cartouche	-0.146
cartridge	-0.084
carve	-0.062
carver	-0.164
carving	0.082
cascade	0.47
case	-0.25
casein	-0.06
cash	0.734
cashier	0.23
cashmere	0.306
casing	-0.084
casino	0.084
cask	-0.02
casket	-0.75
casserole	0.14
cassette	-0.02
cast	0.116
castaway	-0.584
caste	0.02
caster	0.208
castle	0.36
castor	0.166
castrate	-0.646
castration	-0.604
casual	0.083
casually	0.316
casualty	-0.53
cat	0.334
catabolism	-0.47
catalog	0.122
catalogue	0.294
catalysis	-0.23
catalyst	0.208
catalytic	0.124
catamaran	0.142
catapult	-0.04
cataract	-0.188
catastrophe	-0.937
catastrophic	-0.858
catatonic	-0.49
catch	0.111
catcher	0.306
catching	-0.02
catchphrase	0.396
catchy	0.354
catechism	0.312
categorical	0.23
category	0.142
cater	0.604
caterer	0.1
caterpillar	-0.078
cates	-0.26
catfish	-0.084
cathartic	-0.1
cathedral	0.196
catheter	-0.328
cathouse	-0.346
catnip	-0.122
cattle	0.244
catwalk	0.396
caucus	-0.164
caudal	0.0
cauldron	0.02
cauliflower	-0.104
caulk	-0.266
causal	0.124
causality	0.0
causation	0.124
cause	-0.062
caused	-0.312
causeway	-0.094
caution	0.104
cautionary	0.02
cautious	-0.06
cautiously	0.02
cavalier	0.47
cavalry	0.334
cave	-0.181
caveat	-0.312
caveman	-0.53
cavern	-0.354
cavernous	-0.292
caviar	0.812
caving	-0.244
cavity	-0.068
cayenne	0.23
cease	-0.224
ceasefire	0.084
ceaseless	-0.244
cedar	0.12
cede	-0.45
ceiling	0.04
celebrant	0.73
celebrate	0.834
celebrated	0.75
celebrating	0.854
celebration	0.917
celebrations	0.916
celebratory	0.891
celebrity	0.52
celery	-0.208
celestial	0.634
celibacy	-0.396
celibate	-0.162
cell	0.082
cellar	0.02
cellblock	-0.628
cellist	0.334
cellmate	-0.666
cello	0.27
cellophane	0.296
cellular	0.286
cellulite	-0.6
celluloid	-0.062
cement	0.088
cemented	-0.142
cemetery	-0.898
censor	-0.312
censorship	-0.562
censure	-0.562
census	-0.102
cent	-0.122
centenary	0.208
centennial	0.166
center	0.286
centerfold	0.142
centerpiece	0.188
centimeter	-0.146
centipede	-0.408
central	0.28
centrality	0.142
centralization	0.042
centralize	0.368
centrally	0.458
centrifugal	-0.388
centrifuge	-0.01
centurion	0.18
century	-0.186
ceramic	0.042
ceramics	0.146
cereal	0.224
cereals	0.438
cerebral	-0.184
ceremonial	0.542
ceremony	0.52
certain	0.52
certainty	0.562
certifiable	0.428
certificate	0.572
certified	0.562
certify	0.732
cervical	-0.25
cervix	-0.142
cess	-0.146
cessation	-0.172
cesspool	-0.666
cha cha	0.428
chaff	-0.334
chafing	-0.14
chagrin	-0.792
chagrined	-0.776
chai	0.0
chain	-0.244
chainsaw	-0.266
chair	0.124
chairman	0.312
chairperson	0.46
chairwoman	0.438
chaise	-0.188
chalet	0.306
chalice	0.266
chalk	-0.23
challenge	-0.306
challenger	-0.166
chamber	0.166
chambermaid	0.188
chambers	0.084
chameleon	-0.02
champ	0.708
champagne	0.52
champion	0.778
championship	0.666
chance	0.666
chancellor	0.292
chandelier	0.23
chandler	0.02
change	0.25
changeable	-0.02
changed	0.188
changer	0.166
changing	0.142
channel	-0.02
chant	0.542
chaos	-0.635
chaotic	-0.694
chap	0.1
chapel	0.146
chaperon	0.0
chaplain	0.164
chapman	0.124
chaps	-0.3
chapter	0.16
char	0.108
character	0.334
characteristic	0.166
characterize	0.458
charade	-0.084
charcoal	-0.396
chardonnay	0.354
charge	-0.389
chargeable	0.102
charger	0.062
chariot	0.368
charisma	0.876
charismatic	0.876
charitable	0.73
charity	0.472
charlatan	-0.6
charm	0.528
charmed	0.876
charmer	0.764
charming	0.834
charred	-0.584
chart	-0.062
charter	0.354
chartered	0.138
chase	-0.302
chased	-0.624
chaser	-0.25
chasm	-0.47
chassis	-0.188
chaste	-0.184
chastened	-0.688
chastisement	-0.688
chastity	-0.062
chat	0.458
chateau	0.23
chatter	0.12
chatterbox	-0.082
chattering	-0.08
chatty	0.188
chauffeur	0.0
chauvinist	-0.38
cheap	-0.236
cheapened	-0.058
cheapskate	-0.704
cheat	-0.766
cheater	-0.792
check	0.046
checkbook	0.104
checker	-0.34
checkered	-0.082
checkers	0.352
checklist	0.122
checkmate	0.334
checkout	0.194
checkpoint	0.142
checkup	0.0
cheek	0.34
cheeks	0.416
cheeky	-0.132
cheep	-0.266
cheer	0.876
cheered	0.75
cheerful	0.847
cheerfulness	0.938
cheering	0.63
cheerleader	0.846
cheerleading	0.396
cheerless	-0.592
cheers	0.896
cheery	0.819
cheese	0.48
cheeseburger	0.604
cheesecake	0.72
cheesy	-0.06
cheetah	-0.062
chef	0.708
chemical	-0.326
chemise	0.06
chemist	-0.184
chemistry	0.25
chemo	-0.572
chemotherapy	-0.674
cheque	0.396
cherish	0.778
cherishing	0.672
cherry	0.063
cherub	0.326
chess	0.312
chest	0.04
chestnut	0.428
chevron	-0.062
chew	0.04
chewy	0.25
chic	0.74
chicane	-0.286
chick	0.542
chicken	0.188
chicken pox	-0.612
chickenpox	-0.654
chief	0.04
chiefly	0.2
chieftain	-0.314
chiffon	-0.188
child	0.5
childbirth	0.208
childhood	0.73
childish	0.146
childless	-0.38
childlike	0.312
childloss	-0.52
children	0.714
chili	0.184
chill	-0.234
chilled	0.042
chilling	-0.584
chilly	-0.342
chime	0.146
chimera	-0.416
chimes	0.25
chimney	0.166
chimp	-0.212
chimpanzee	0.0
chin	0.142
china	0.122
chinchilla	-0.04
chine	0.122
chinook	-0.184
chip	-0.042
chipmunk	0.146
chipper	-0.164
chipping	-0.292
chiropractor	-0.16
chirp	-0.062
chirping	0.0
chisel	-0.062
chiseler	-0.142
chit	-0.02
chitchat	0.346
chivalry	0.714
chloride	-0.47
chlorine	-0.388
chloroform	-0.438
chocolate	0.484
choice	0.49
choir	0.408
choke	-0.819
cholera	-0.96
cholesterol	-0.604
choose	0.23
choosing	0.438
choosy	-0.44
chop	-0.5
chopper	0.188
choppers	-0.062
chopping	0.12
chops	0.224
choral	0.704
chord	0.458
chords	0.278
chore	-0.222
choreographer	0.292
choreography	0.624
chorus	0.24
chosen	0.167
chow	0.146
chowder	0.02
christ	0.562
christen	0.346
christening	0.45
christmas	0.75
christmasbreak	0.684
christmaseve	0.624
christmasspirit	0.734
christmassy	0.75
christmastime	0.674
chromatic	-0.186
chromatography	-0.04
chrome	0.164
chromium	-0.084
chromosome	0.0
chronic	-0.486
chronicle	-0.146
chronograph	0.0
chronological	0.188
chubby	0.062
chuck	0.084
chuckle	0.688
chug	-0.198
chum	0.822
chummy	0.52
chump	-0.25
chunk	-0.27
chunky	0.04
church	0.516
churchyard	-0.408
churn	-0.368
chute	0.16
chutney	-0.082
ciao	0.084
cider	0.016
cigar	-0.388
cigarette	-0.562
cilantro	-0.062
cinch	-0.1
cinder	-0.3
cinema	0.396
cinematic	0.326
cinematographer	0.584
cinematography	0.562
cinnamon	0.2
cipher	-0.02
circle	-0.028
circling	0.02
circuit	0.172
circuitry	0.192
circular	0.124
circulate	0.224
circulation	0.47
circulatory	0.184
circumcision	-0.346
circumference	-0.084
circumferential	0.102
circumscribed	-0.27
circumstance	0.04
circumstances	0.124
circumstantial	0.0
circumvent	-0.368
circumvention	0.062
circus	0.448
cirque	0.208
cirrhosis	-0.842
